id|name|has_tono_records|video_id|type_id|version|creation_began|creation_finished|offset|duration|location
623361|b'God S\xc3\xb8ndag fra P7 - Livsreisen (2) - Det f\xc3\xb8rste skrittet'|f|623361|2|1|2009-12-18 08:26:37.517000+00:00||0|3549.88|http://frontend.frikanalen.tv/media/b'623361/broadcast/3713_99c5d620c0964cf7849b9b7f8741570a.avi'
623360|"b""M@thias' verden del 2"""|f|623360|2|1|2010-01-27 09:06:41.630000+00:00||0|1207.08|http://frontend.frikanalen.tv/media/b'623360/broadcast/3924_719607d6a2904f5c99ca08a99a975390.avi'
623359|"b""M@thias' verden del 1"""|f|623359|2|1|2010-01-27 08:34:25.390000+00:00||0|1297.44|http://frontend.frikanalen.tv/media/b'623359/broadcast/3923_8b31c3556265461389f9f7e75807ff53.avi'
623358|"b""M@thias' verden del 3"""|f|623358|2|1|2010-01-27 09:09:06.273000+00:00||0|771.2|http://frontend.frikanalen.tv/media/b'623358/broadcast/3925_bb8eb424350146e69a2558f6efa4af4c.avi'
623357|b'God S\xc3\xb8ndag fra P7 - Livsreisen (3) - Mellom h\xc3\xa5pet og havariet'|f|623357|2|1|2009-12-18 10:03:02.243000+00:00||0|3599.92|http://frontend.frikanalen.tv/media/b'623357/broadcast/3717_9823f645f9ef4dc1a0f2d7719bd64766.avi'
623343|b'Frivillighet Norge Debatt'|f|623343|2|1|2010-01-20 17:26:55.797000+00:00||0|2377.88|http://frontend.frikanalen.tv/media/b'623343/broadcast/3900_3c4778a3ff894ccbbe65f35fdf77ee9d.avi'
623340|b'Empo tv - del 10'|f|623340|2|1|2009-12-16 09:43:24.040000+00:00||0|1493.76|http://frontend.frikanalen.tv/media/b'623340/broadcast/3693_5d06059be3594c35a2edeba53c5dc298.avi'
623309|b'God S\xc3\xb8ndag fra P7 - Hvor dyrebare dine tanker er'|f|623309|2|1|2009-12-18 08:28:16.830000+00:00||0|3481.56|http://frontend.frikanalen.tv/media/b'623309/broadcast/3715_e8bc0aeb09c54edfaf0ab910e7dd7422.avi'
623304|b'God S\xc3\xb8ndag fra P7 - Jesus kaller Matteus'|f|623304|2|1|2009-12-18 08:26:28.720000+00:00||0|3623.88|http://frontend.frikanalen.tv/media/b'623304/broadcast/3712_fa512a082dc24a2eb069aa4127cd6c00.avi'
623284|b'Empo tv - del 09 -\xc3\x85rskavalkade'|f|623284|2|1|2009-08-24 11:57:35.117000+00:00||0|1640.04|http://frontend.frikanalen.tv/media/b'623284/broadcast/3280_48b01db66aa74250a81ad8f9417d0934.avi'
623282|b'God S\xc3\xb8ndag fra P7 - Sang og musikkm\xc3\xb8te, Valder\xc3\xb8y'|f|623282|2|1|2009-09-02 14:47:44.743000+00:00||0|3603.16|http://frontend.frikanalen.tv/media/b'623282/broadcast/3377_95248775ee4d459385789ebdfcc9416e.avi'
623269|b'God S\xc3\xb8ndag fra P7 - Ut av ilden'|f|623269|2|1|2009-09-02 14:40:42.173000+00:00||0|3222.4|http://frontend.frikanalen.tv/media/b'623269/broadcast/3375_eff890492fa642d7916796ca432a8388.avi'
623264|b'Empo tv - del 08'|f|623264|2|1|2009-08-24 11:56:37.287000+00:00||0|1367.0|http://frontend.frikanalen.tv/media/b'623264/broadcast/3279_0ef3a5690f7b4a17a4e0d357b5e2854a.avi'
623259|b'Big Buck Bunny'|f|623259|2|1|2009-12-04 15:28:22.487000+00:00||0|596.48|http://frontend.frikanalen.tv/media/b'623259/broadcast/3676_b544193d6735472595ff46921c17b119.avi'
623210|b'Tellus - med v\xc3\xa5re \xc3\xb8yne - del 06'|f|623210|2|1|2009-08-14 11:48:13.223000+00:00||0|1082.12|http://frontend.frikanalen.tv/media/b'623210/broadcast/3233_cd94b7967a7a4e64bf20b27c54030a12.avi'
623182|b'God S\xc3\xb8ndag fra P7 - Ett evangelium'|f|623182|2|1|2009-09-02 14:38:02.233000+00:00||0|3584.24|http://frontend.frikanalen.tv/media/b'623182/broadcast/3369_532490cefe114f21951f2200cc841ccb.avi'
623179|b'Tellus - med v\xc3\xa5re \xc3\xb8yne - del 05'|f|623179|2|1|2009-08-14 11:47:31.677000+00:00||0|1314.48|http://frontend.frikanalen.tv/media/b'623179/broadcast/3232_55d5cc53d0ea4598860f3b60be01db46.avi'
623154|b'Tellus - med v\xc3\xa5re \xc3\xb8yne - del 04'|f|623154|2|1|2009-08-14 11:46:59.677000+00:00||0|1290.2|http://frontend.frikanalen.tv/media/b'623154/broadcast/3231_f4dea18d53434386ad0b95e9413a16d7.avi'
623127|b'Tellus - med v\xc3\xa5re \xc3\xb8yne - del 03'|f|623127|2|1|2009-08-14 11:46:13.833000+00:00||0|1419.56|http://frontend.frikanalen.tv/media/b'623127/broadcast/3230_fec2124b498844fdb26ba54393ea12df.avi'
623090|b'Tellus - med v\xc3\xa5re \xc3\xb8yne - del 02'|f|623090|2|1|2009-08-14 11:40:54.333000+00:00||0|1405.48|http://frontend.frikanalen.tv/media/b'623090/broadcast/3229_6c8865b3580c41f7863fe7a4d3a92dc1.avi'
623046|b'Medieinsp. - Medier & p\xc3\xa5virkning'|f|623046|2|1|2009-09-11 14:59:34.583000+00:00||0|284.48|http://frontend.frikanalen.tv/media/b'623046/broadcast/3455_6604609fbf644a44a264f980a45c3b12.avi'
623045|b'Medieinsp. - Banning og danning'|f|623045|2|1|2009-09-11 14:03:19.360000+00:00||0|258.95|http://frontend.frikanalen.tv/media/b'623045/broadcast/3454_51ebbeea9be84240b7387092fd50058f.avi'
623043|b'Medieinsp. - manipuler mediene'|f|623043|2|1|2009-09-11 13:59:13.127000+00:00||0|278.48|http://frontend.frikanalen.tv/media/b'623043/broadcast/3452_8ca599dd23954ab19a4f67038eb1f5af.avi'
623007|b'Tellus tv - \xc3\xa5pningssending'|f|623007|2|1|2009-08-14 11:39:54.507000+00:00||0|1288.08|http://frontend.frikanalen.tv/media/b'623007/broadcast/orig_d1376cbad0fd4e16b41b527c72015908.avi'
622599|b'Medieinsp. - Lokale nyheter'|f|622599|2|1|2009-06-01 17:53:56.130000+00:00||0|270.88|http://frontend.frikanalen.tv/media/b'622599/broadcast/orig_44311955c8a54cd5aacdb1cc1c58dd56.avi'
622598|b'Medieinsp. - Nyheter for dumme'|f|622598|2|1|2009-06-01 17:53:18.193000+00:00||0|205.2|http://frontend.frikanalen.tv/media/b'622598/broadcast/orig_806b7d5583ae45b8a00068ca9ca37200.avi'
622597|b'Medieinsp. - Politisk reklame'|f|622597|2|1|2009-06-01 17:48:51.467000+00:00||0|261.83|http://frontend.frikanalen.tv/media/b'622597/broadcast/orig_867872b9fc214a0bb41e7c5f51848783.avi'
622596|b'Medieinsp. - D\xc3\xa5rlig journalistikk'|f|622596|2|1|2009-06-01 17:54:39.380000+00:00||0|218.32|http://frontend.frikanalen.tv/media/b'622596/broadcast/orig_898a535a562248cfbae25e9337715d60.avi'
622413|b'Galtung om alternative medier'|f|622413|2|1|2009-01-02 04:26:00+00:00||0|1431.56|http://frontend.frikanalen.tv/media/b'622413/broadcast/orig_Galtung om alternative medier.avi'
622325|b'Medieinsp. - Sex'|f|622325|2|1|2009-01-02 15:14:00+00:00||0|221.37|http://frontend.frikanalen.tv/media/b'622325/broadcast/orig_bf62d865c34f4077a8243f7da0629dbc.avi'
